,teamId,period,timeInPeriod,shotType,xCoord,yCoord,shooterId,shooterName,goalieId,goalieName,typeDescKey
18,9.0,1,03:11,wrist,61.0,10.0,8470358.0,Alexandre Burrows,8470657.0,Jimmy Howard,shot-on-goal
36,9.0,1,06:37,snap,61.0,2.0,8474068.0,Kyle Turris,8470657.0,Jimmy Howard,shot-on-goal
40,9.0,1,06:51,wrist,74.0,-4.0,8475913.0,Mark Stone,8470657.0,Jimmy Howard,shot-on-goal
43,17.0,1,07:04,wrist,-79.0,5.0,8477946.0,Dylan Larkin,8467950.0,Craig Anderson,shot-on-goal
48,9.0,1,08:28,slap,42.0,17.0,8470602.0,Dion Phaneuf,8470657.0,Jimmy Howard,shot-on-goal
53,9.0,1,09:39,wrist,85.0,-25.0,8476419.0,Jean-Gabriel Pageau,8470657.0,Jimmy Howard,shot-on-goal
55,17.0,1,09:59,deflected,-73.0,6.0,8476924.0,Martin Frk,8467950.0,Craig Anderson,shot-on-goal
68,17.0,1,11:42,wrist,-53.0,14.0,8474679.0,Gustav Nyquist,8467950.0,Craig Anderson,shot-on-goal
70,9.0,1,12:01,slap,33.0,-31.0,8474250.0,Zack Smith,8470657.0,Jimmy Howard,shot-on-goal
72,17.0,1,12:25,backhand,67.0,29.0,8471794.0,Darren Helm,8467950.0,Craig Anderson,shot-on-goal
79,17.0,1,14:13,wrist,-60.0,-37.0,8468083.0,Henrik Zetterberg,8467950.0,Craig Anderson,shot-on-goal
80,17.0,1,14:33,wrist,-55.0,-26.0,8477946.0,Dylan Larkin,8467950.0,Craig Anderson,shot-on-goal
83,9.0,1,15:19,slap,40.0,22.0,8470602.0,Dion Phaneuf,8470657.0,Jimmy Howard,shot-on-goal
87,9.0,1,16:29,wrist,54.0,-25.0,8473544.0,Derick Brassard,8470657.0,Jimmy Howard,shot-on-goal
89,9.0,1,16:46,tip-in,65.0,3.0,8475913.0,Mark Stone,8470657.0,Jimmy Howard,shot-on-goal
99,9.0,1,19:00,backhand,60.0,-12.0,8470602.0,Dion Phaneuf,8470657.0,Jimmy Howard,shot-on-goal
102,17.0,1,19:58,backhand,-74.0,5.0,8470144.0,Frans Nielsen,8467950.0,Craig Anderson,shot-on-goal
109,17.0,2,00:49,wrist,52.0,16.0,8475193.0,Tomas Tatar,8467950.0,Craig Anderson,shot-on-goal
117,17.0,2,01:18,snap,52.0,-10.0,8477511.0,Anthony Mantha,8467950.0,Craig Anderson,shot-on-goal
128,9.0,2,02:27,wrist,-76.0,1.0,8476288.0,Ryan Dzingel,8470657.0,Jimmy Howard,shot-on-goal
134,9.0,2,03:05,snap,-52.0,15.0,8470358.0,Alexandre Burrows,8470657.0,Jimmy Howard,shot-on-goal
139,9.0,2,03:26,slap,-37.0,-34.0,8476368.0,Fredrik Claesson,8470657.0,Jimmy Howard,shot-on-goal
145,9.0,2,04:33,snap,-55.0,-4.0,8474068.0,Kyle Turris,8470657.0,Jimmy Howard,shot-on-goal
149,9.0,2,04:48,slap,-18.0,-34.0,8474697.0,Mark Borowiecki,8470657.0,Jimmy Howard,shot-on-goal
152,17.0,2,05:33,snap,84.0,-20.0,8474722.0,Luke Witkowski,8467950.0,Craig Anderson,shot-on-goal
154,9.0,2,05:47,wrist,-49.0,36.0,8475227.0,Chris Wideman,8470657.0,Jimmy Howard,shot-on-goal
156,9.0,2,05:50,wrist,-90.0,18.0,8475913.0,Mark Stone,8470657.0,Jimmy Howard,shot-on-goal
162,17.0,2,06:15,wrist,78.0,14.0,8477946.0,Dylan Larkin,8467950.0,Craig Anderson,shot-on-goal
163,17.0,2,06:18,backhand,80.0,-1.0,8477946.0,Dylan Larkin,8467950.0,Craig Anderson,shot-on-goal
165,9.0,2,06:40,wrist,-39.0,-27.0,8470602.0,Dion Phaneuf,8470657.0,Jimmy Howard,shot-on-goal
168,17.0,2,07:03,wrist,89.0,21.0,8468083.0,Henrik Zetterberg,8467950.0,Craig Anderson,shot-on-goal
169,17.0,2,07:10,slap,32.0,16.0,8476443.0,Xavier Ouellet,8467950.0,Craig Anderson,shot-on-goal
171,17.0,2,08:00,slap,50.0,31.0,8470318.0,Jonathan Ericsson,8467950.0,Craig Anderson,shot-on-goal
175,17.0,2,09:43,snap,47.0,23.0,8475193.0,Tomas Tatar,8467950.0,Craig Anderson,shot-on-goal
179,9.0,2,10:29,snap,-52.0,29.0,8474250.0,Zack Smith,8470657.0,Jimmy Howard,shot-on-goal
185,17.0,2,11:06,wrist,60.0,-1.0,8475193.0,Tomas Tatar,8467950.0,Craig Anderson,shot-on-goal
203,9.0,2,15:01,deflected,-64.0,7.0,8471676.0,Bobby Ryan,8470657.0,Jimmy Howard,shot-on-goal
211,17.0,2,15:23,slap,55.0,-23.0,8468083.0,Henrik Zetterberg,8467950.0,Craig Anderson,shot-on-goal
219,9.0,2,16:38,wrist,-76.0,3.0,8476288.0,Ryan Dzingel,8470657.0,Jimmy Howard,shot-on-goal
220,9.0,2,16:44,backhand,-82.0,2.0,8474068.0,Kyle Turris,8470657.0,Jimmy Howard,shot-on-goal
222,9.0,2,17:02,wrist,-60.0,-34.0,8474250.0,Zack Smith,8470657.0,Jimmy Howard,shot-on-goal
223,9.0,2,17:07,wrist,-78.0,-4.0,8474250.0,Zack Smith,8470657.0,Jimmy Howard,shot-on-goal
224,17.0,2,17:15,slap,7.0,-12.0,8477511.0,Anthony Mantha,8467950.0,Craig Anderson,shot-on-goal
226,17.0,2,17:41,backhand,82.0,-9.0,8471716.0,Justin Abdelkader,8467950.0,Craig Anderson,shot-on-goal
235,17.0,2,19:56,wrist,85.0,-21.0,8471794.0,Darren Helm,8467950.0,Craig Anderson,shot-on-goal
243,17.0,3,01:12,wrist,-31.0,-30.0,8476443.0,Xavier Ouellet,8467950.0,Craig Anderson,shot-on-goal
251,9.0,3,02:49,wrist,87.0,6.0,8476288.0,Ryan Dzingel,8470657.0,Jimmy Howard,shot-on-goal
252,9.0,3,02:54,slap,55.0,27.0,8474068.0,Kyle Turris,8470657.0,Jimmy Howard,shot-on-goal
279,17.0,3,07:37,wrist,-85.0,-27.0,8470144.0,Frans Nielsen,8467950.0,Craig Anderson,shot-on-goal
290,9.0,3,10:17,wrist,82.0,34.0,8471768.0,Tom Pyatt,8470657.0,Jimmy Howard,shot-on-goal
304,9.0,3,13:35,wrist,46.0,29.0,8470358.0,Alexandre Burrows,8470657.0,Jimmy Howard,shot-on-goal
309,9.0,3,14:55,wrist,81.0,-5.0,8476419.0,Jean-Gabriel Pageau,8470657.0,Jimmy Howard,shot-on-goal
310,9.0,3,14:54,snap,75.0,7.0,8476419.0,Jean-Gabriel Pageau,8470657.0,Jimmy Howard,shot-on-goal
314,9.0,3,15:24,deflected,78.0,0.0,8474250.0,Zack Smith,8470657.0,Jimmy Howard,shot-on-goal
317,9.0,3,16:00,snap,64.0,10.0,8474884.0,Mike Hoffman,8470657.0,Jimmy Howard,shot-on-goal
324,17.0,3,16:42,backhand,-71.0,33.0,8470144.0,Frans Nielsen,8467950.0,Craig Anderson,shot-on-goal
330,9.0,3,17:52,wrist,8.0,-33.0,8476879.0,Cody Ceci,8470657.0,Jimmy Howard,shot-on-goal
333,9.0,3,17:58,wrist,34.0,23.0,8470602.0,Dion Phaneuf,8470657.0,Jimmy Howard,shot-on-goal
346,9.0,4,02:15,slap,-48.0,17.0,8474884.0,Mike Hoffman,8470657.0,Jimmy Howard,shot-on-goal
349,9.0,4,03:13,wrist,-80.0,-12.0,8476288.0,Ryan Dzingel,8470657.0,Jimmy Howard,shot-on-goal
350,17.0,4,04:06,wrist,36.0,27.0,8475193.0,Tomas Tatar,8467950.0,Craig Anderson,shot-on-goal
355,17.0,4,04:52,wrist,-34.0,-6.0,8476822.0,Luke Glendening,8467950.0,Craig Anderson,shot-on-goal
359,9.0,5,00:00,wrist,70.0,1.0,8474068.0,Kyle Turris,8470657.0,Jimmy Howard,shot-on-goal
360,17.0,5,00:00,snap,-70.0,12.0,8474679.0,Gustav Nyquist,8467950.0,Craig Anderson,shot-on-goal
362,17.0,5,00:00,backhand,-82.0,7.0,8470110.0,Trevor Daley,8467950.0,Craig Anderson,shot-on-goal
363,9.0,5,00:00,wrist,75.0,-7.0,8473544.0,Derick Brassard,8470657.0,Jimmy Howard,shot-on-goal
327,17.0,3,17:26,snap,-59.0,-8.0,8476924.0,Martin Frk,8467950.0,Craig Anderson,goal
337,9.0,3,18:09,deflected,75.0,-2.0,8470602.0,Dion Phaneuf,8470657.0,Jimmy Howard,goal
358,17.0,5,00:00,backhand,-79.0,8.0,8470144.0,Frans Nielsen,8467950.0,Craig Anderson,goal
5,13.0,1,02:04,snap,-75.0,11.0,8477955.0,Jared McCann,8476883.0,Andrei Vasilevskiy,shot-on-goal
7,13.0,1,02:37,wrist,36.0,-26.0,8475736.0,Connor Brickley,8476883.0,Andrei Vasilevskiy,shot-on-goal
13,13.0,1,03:41,wrist,-42.0,21.0,8473465.0,Jamie McGinn,8476883.0,Andrei Vasilevskiy,shot-on-goal
14,13.0,1,03:48,wrist,-75.0,-29.0,8468085.0,Radim Vrbata,8476883.0,Andrei Vasilevskiy,shot-on-goal
15,13.0,1,03:51,snap,-81.0,-27.0,8468085.0,Radim Vrbata,8476883.0,Andrei Vasilevskiy,shot-on-goal
18,13.0,1,04:04,backhand,-60.0,-7.0,8476875.0,Mike Matheson,8476883.0,Andrei Vasilevskiy,shot-on-goal
21,13.0,1,04:42,wrist,64.0,-29.0,8468001.0,Derek MacKenzie,8476883.0,Andrei Vasilevskiy,shot-on-goal
35,14.0,1,06:52,backhand,73.0,5.0,8474564.0,Steven Stamkos,8473503.0,James Reimer,shot-on-goal
40,13.0,1,08:15,backhand,-82.0,12.0,8476456.0,Jonathan Huberdeau,8476883.0,Andrei Vasilevskiy,shot-on-goal
41,13.0,1,08:23,snap,-59.0,-22.0,8476389.0,Vincent Trocheck,8476883.0,Andrei Vasilevskiy,shot-on-goal
43,14.0,1,08:42,wrist,54.0,15.0,8478010.0,Brayden Point,8473503.0,James Reimer,shot-on-goal
46,14.0,1,09:21,slap,20.0,34.0,8475167.0,Victor Hedman,8473503.0,James Reimer,shot-on-goal
47,13.0,1,09:49,slap,-63.0,-22.0,8468085.0,Radim Vrbata,8476883.0,Andrei Vasilevskiy,shot-on-goal
56,13.0,1,11:24,tip-in,-77.0,-6.0,8476456.0,Jonathan Huberdeau,8476883.0,Andrei Vasilevskiy,shot-on-goal
57,13.0,1,11:45,wrist,-60.0,-19.0,8477493.0,Aleksander Barkov,8476883.0,Andrei Vasilevskiy,shot-on-goal
63,13.0,1,12:34,wrist,-36.0,-5.0,8477955.0,Jared McCann,8476883.0,Andrei Vasilevskiy,shot-on-goal
66,13.0,1,12:45,wrist,-55.0,-25.0,8477452.0,Ian McCoshen,8476883.0,Andrei Vasilevskiy,shot-on-goal
68,13.0,1,12:50,wrist,-79.0,4.0,8474230.0,Micheal Haley,8476883.0,Andrei Vasilevskiy,shot-on-goal
69,13.0,1,12:49,slap,-75.0,7.0,8474230.0,Micheal Haley,8476883.0,Andrei Vasilevskiy,shot-on-goal
83,13.0,1,15:16,slap,-76.0,-32.0,8475760.0,Nick Bjugstad,8476883.0,Andrei Vasilevskiy,shot-on-goal
85,13.0,1,15:23,wrist,-82.0,6.0,8477955.0,Jared McCann,8476883.0,Andrei Vasilevskiy,shot-on-goal
86,13.0,1,15:28,tip-in,-81.0,5.0,8477955.0,Jared McCann,8476883.0,Andrei Vasilevskiy,shot-on-goal
95,14.0,1,16:41,wrist,64.0,13.0,8476480.0,Vladislav Namestnikov,8473503.0,James Reimer,shot-on-goal
96,14.0,1,16:48,backhand,63.0,6.0,8474564.0,Steven Stamkos,8473503.0,James Reimer,shot-on-goal
101,14.0,1,17:26,wrist,87.0,-12.0,8470601.0,Braydon Coburn,8473503.0,James Reimer,shot-on-goal
119,13.0,1,19:55,wrist,-67.0,-4.0,8476456.0,Jonathan Huberdeau,8476883.0,Andrei Vasilevskiy,shot-on-goal
120,13.0,1,19:58,wrist,-82.0,-21.0,8476389.0,Vincent Trocheck,8476883.0,Andrei Vasilevskiy,shot-on-goal
122,13.0,1,12:48,wrap-around,-78.0,5.0,8474230.0,Micheal Haley,8476883.0,Andrei Vasilevskiy,shot-on-goal
123,13.0,1,12:52,slap,-45.0,-25.0,8477452.0,Ian McCoshen,8476883.0,Andrei Vasilevskiy,shot-on-goal
127,13.0,2,00:38,slap,65.0,20.0,8471735.0,Keith Yandle,8476883.0,Andrei Vasilevskiy,shot-on-goal
144,13.0,2,03:18,slap,34.0,21.0,8471735.0,Keith Yandle,8476883.0,Andrei Vasilevskiy,shot-on-goal
155,13.0,2,05:18,wrist,72.0,-22.0,8473465.0,Jamie McGinn,8476883.0,Andrei Vasilevskiy,shot-on-goal
168,13.0,2,08:17,slap,54.0,-22.0,8468085.0,Radim Vrbata,8476883.0,Andrei Vasilevskiy,shot-on-goal
176,13.0,2,10:23,slap,84.0,-10.0,8476456.0,Jonathan Huberdeau,8476883.0,Andrei Vasilevskiy,shot-on-goal
181,14.0,2,12:08,slap,-41.0,-27.0,8479410.0,Mikhail Sergachev,8473503.0,James Reimer,shot-on-goal
182,13.0,2,12:20,slap,60.0,17.0,8475796.0,Mark Pysyk,8476883.0,Andrei Vasilevskiy,shot-on-goal
185,13.0,2,12:35,wrist,64.0,-10.0,8475796.0,Mark Pysyk,8476883.0,Andrei Vasilevskiy,shot-on-goal
189,13.0,2,12:44,backhand,74.0,3.0,8473465.0,Jamie McGinn,8476883.0,Andrei Vasilevskiy,shot-on-goal
190,13.0,2,12:57,slap,55.0,24.0,8473465.0,Jamie McGinn,8476883.0,Andrei Vasilevskiy,shot-on-goal
191,13.0,2,13:03,wrist,66.0,-20.0,8468085.0,Radim Vrbata,8476883.0,Andrei Vasilevskiy,shot-on-goal
192,13.0,2,13:33,backhand,64.0,-33.0,8477955.0,Jared McCann,8476883.0,Andrei Vasilevskiy,shot-on-goal
203,14.0,2,14:44,wrist,-88.0,-30.0,8474870.0,Tyler Johnson,8473503.0,James Reimer,shot-on-goal
204,14.0,2,14:58,wrist,-36.0,-2.0,8471339.0,Ryan Callahan,8473503.0,James Reimer,shot-on-goal
211,13.0,2,16:16,slap,46.0,-29.0,8474098.0,Colton Sceviour,8476883.0,Andrei Vasilevskiy,shot-on-goal
215,14.0,2,17:18,slap,-41.0,16.0,8477009.0,Jake Dotchin,8473503.0,James Reimer,shot-on-goal
217,14.0,2,17:24,slap,-36.0,21.0,8477009.0,Jake Dotchin,8473503.0,James Reimer,shot-on-goal
220,14.0,2,17:29,tip-in,-75.0,5.0,8471339.0,Ryan Callahan,8473503.0,James Reimer,shot-on-goal
224,13.0,2,18:32,wrist,84.0,-27.0,8475796.0,Mark Pysyk,8476883.0,Andrei Vasilevskiy,shot-on-goal
231,13.0,2,19:01,backhand,75.0,4.0,8475760.0,Nick Bjugstad,8476883.0,Andrei Vasilevskiy,shot-on-goal
233,13.0,2,19:36,snap,68.0,-18.0,8468001.0,Derek MacKenzie,8476883.0,Andrei Vasilevskiy,shot-on-goal
240,13.0,3,00:14,slap,-70.0,9.0,8476389.0,Vincent Trocheck,8476883.0,Andrei Vasilevskiy,shot-on-goal
253,14.0,3,02:24,wrist,47.0,-15.0,8476453.0,Nikita Kucherov,8473503.0,James Reimer,shot-on-goal
260,13.0,3,05:06,wrist,-62.0,-27.0,8477452.0,Ian McCoshen,8476883.0,Andrei Vasilevskiy,shot-on-goal
272,13.0,3,07:02,slap,-54.0,-20.0,8474149.0,Evgenii Dadonov,8476883.0,Andrei Vasilevskiy,shot-on-goal
281,14.0,3,08:11,slap,58.0,3.0,8476480.0,Vladislav Namestnikov,8473503.0,James Reimer,shot-on-goal
286,13.0,3,08:32,wrist,-66.0,-20.0,8468085.0,Radim Vrbata,8476883.0,Andrei Vasilevskiy,shot-on-goal
289,14.0,3,09:00,slap,33.0,-30.0,8471958.0,Dan Girardi,8473503.0,James Reimer,shot-on-goal
293,14.0,3,09:23,snap,67.0,20.0,8474564.0,Steven Stamkos,8473503.0,James Reimer,shot-on-goal
299,13.0,3,10:08,slap,54.0,4.0,8476875.0,Mike Matheson,8476883.0,Andrei Vasilevskiy,shot-on-goal
301,14.0,3,11:20,tip-in,78.0,-3.0,8471873.0,Anton Stralman,8473503.0,James Reimer,shot-on-goal
303,14.0,3,11:30,slap,40.0,25.0,8471873.0,Anton Stralman,8473503.0,James Reimer,shot-on-goal
306,14.0,3,11:42,slap,66.0,18.0,8476292.0,Ondrej Palat,8473503.0,James Reimer,shot-on-goal
311,14.0,3,12:29,slap,37.0,30.0,8473986.0,Alex Killorn,8473503.0,James Reimer,shot-on-goal
312,14.0,3,12:47,snap,62.0,7.0,8473986.0,Alex Killorn,8473503.0,James Reimer,shot-on-goal
331,14.0,3,16:15,wrist,54.0,8.0,8474870.0,Tyler Johnson,8473503.0,James Reimer,shot-on-goal
334,14.0,3,16:33,wrist,72.0,-7.0,8474870.0,Tyler Johnson,8473503.0,James Reimer,shot-on-goal
342,14.0,3,17:53,slap,61.0,24.0,8475167.0,Victor Hedman,8473503.0,James Reimer,shot-on-goal
350,14.0,3,19:21,slap,43.0,-20.0,8475167.0,Victor Hedman,8473503.0,James Reimer,shot-on-goal
353,14.0,3,19:30,wrist,36.0,29.0,8475167.0,Victor Hedman,8473503.0,James Reimer,shot-on-goal
11,14.0,1,03:30,wrist,68.0,7.0,8476453.0,Nikita Kucherov,8473503.0,James Reimer,goal
22,14.0,1,04:48,wrist,70.0,-1.0,8476480.0,Vladislav Namestnikov,8473503.0,James Reimer,goal
61,13.0,1,12:18,wrist,-66.0,-6.0,8474149.0,Evgenii Dadonov,8476883.0,Andrei Vasilevskiy,goal
133,13.0,2,01:46,wrist,66.0,-12.0,8475760.0,Nick Bjugstad,8476883.0,Andrei Vasilevskiy,goal
199,14.0,2,13:57,wrist,-66.0,22.0,8478010.0,Brayden Point,8473503.0,James Reimer,goal
264,13.0,3,06:06,wrist,-74.0,0.0,8474098.0,Colton Sceviour,8476883.0,Andrei Vasilevskiy,goal
268,13.0,3,06:42,wrist,-73.0,-18.0,8477955.0,Jared McCann,8476883.0,Andrei Vasilevskiy,goal
287,13.0,3,08:34,tip-in,-82.0,4.0,8476389.0,Vincent Trocheck,8476883.0,Andrei Vasilevskiy,goal
318,14.0,3,14:12,wrist,73.0,-1.0,8474870.0,Tyler Johnson,8473503.0,James Reimer,goal
10,1.0,1,02:06,snap,62.0,-23.0,8475186.0,John Moore,8473541.0,Jonathan Bernier,shot-on-goal
29,1.0,1,05:29,snap,52.0,25.0,8471226.0,Drew Stafford,8473541.0,Jonathan Bernier,shot-on-goal
32,1.0,1,05:38,tip-in,79.0,-4.0,8480002.0,Nico Hischier,8473541.0,Jonathan Bernier,shot-on-goal
34,1.0,1,05:44,snap,58.0,6.0,8471226.0,Drew Stafford,8473541.0,Jonathan Bernier,shot-on-goal
35,1.0,1,05:50,slap,37.0,20.0,8472382.0,Andy Greene,8473541.0,Jonathan Bernier,shot-on-goal
37,1.0,1,05:52,snap,61.0,-17.0,8476923.0,Damon Severson,8473541.0,Jonathan Bernier,shot-on-goal
40,1.0,1,06:05,snap,61.0,-29.0,8474625.0,Jimmy Hayes,8473541.0,Jonathan Bernier,shot-on-goal
50,21.0,1,07:54,wrist,-39.0,-15.0,8475197.0,Tyson Barrie,8471239.0,Cory Schneider,shot-on-goal
51,21.0,1,07:59,snap,-75.0,-3.0,8474569.0,Colin Wilson,8471239.0,Cory Schneider,shot-on-goal
52,21.0,1,08:15,snap,-59.0,-3.0,8475197.0,Tyson Barrie,8471239.0,Cory Schneider,shot-on-goal
56,1.0,1,08:34,snap,67.0,25.0,8480002.0,Nico Hischier,8473541.0,Jonathan Bernier,shot-on-goal
59,21.0,1,09:28,snap,-62.0,30.0,8477492.0,Nathan MacKinnon,8471239.0,Cory Schneider,shot-on-goal
65,1.0,1,10:29,wrap-around,87.0,8.0,8476474.0,Stefan Noesen,8473541.0,Jonathan Bernier,shot-on-goal
70,1.0,1,10:49,snap,84.0,-5.0,8474625.0,Jimmy Hayes,8473541.0,Jonathan Bernier,shot-on-goal
72,1.0,1,10:53,wrist,85.0,-6.0,8474625.0,Jimmy Hayes,8473541.0,Jonathan Bernier,shot-on-goal
73,1.0,1,10:45,snap,69.0,1.0,8475151.0,Kyle Palmieri,8473541.0,Jonathan Bernier,shot-on-goal
74,1.0,1,12:14,snap,78.0,-7.0,8480002.0,Nico Hischier,8473541.0,Jonathan Bernier,shot-on-goal
80,21.0,1,13:28,slap,-39.0,25.0,8471260.0,Blake Comeau,8471239.0,Cory Schneider,shot-on-goal
83,1.0,1,14:06,snap,69.0,-22.0,8477463.0,Steven Santini,8473541.0,Jonathan Bernier,shot-on-goal
87,21.0,1,14:33,snap,-54.0,27.0,8477507.0,Nikita Zadorov,8471239.0,Cory Schneider,shot-on-goal
92,1.0,1,15:51,backhand,79.0,1.0,8472382.0,Andy Greene,8473541.0,Jonathan Bernier,shot-on-goal
94,21.0,1,16:10,snap,-79.0,10.0,8474569.0,Colin Wilson,8471239.0,Cory Schneider,shot-on-goal
96,21.0,1,17:05,snap,-63.0,-4.0,8477021.0,Alexander Kerfoot,8471239.0,Cory Schneider,shot-on-goal
99,21.0,1,17:18,snap,-45.0,16.0,8475197.0,Tyson Barrie,8471239.0,Cory Schneider,shot-on-goal
104,21.0,1,18:14,snap,-64.0,-15.0,8479370.0,Tyson Jost,8471239.0,Cory Schneider,shot-on-goal
112,1.0,1,19:30,snap,-36.0,22.0,8475186.0,John Moore,8473541.0,Jonathan Bernier,shot-on-goal
124,1.0,2,00:58,snap,-42.0,23.0,8477463.0,Steven Santini,8473541.0,Jonathan Bernier,shot-on-goal
127,1.0,2,01:09,slap,-31.0,18.0,8476923.0,Damon Severson,8473541.0,Jonathan Bernier,shot-on-goal
133,1.0,2,02:15,snap,-68.0,14.0,8480002.0,Nico Hischier,8473541.0,Jonathan Bernier,shot-on-goal
139,21.0,2,03:27,snap,56.0,-21.0,8473446.0,Erik Johnson,8471239.0,Cory Schneider,shot-on-goal
150,1.0,2,06:16,wrist,-57.0,-23.0,8476474.0,Stefan Noesen,8473541.0,Jonathan Bernier,shot-on-goal
154,1.0,2,06:35,snap,-79.0,-17.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
164,21.0,2,09:21,snap,66.0,-6.0,8474569.0,Colin Wilson,8471239.0,Cory Schneider,shot-on-goal
168,21.0,2,10:18,slap,43.0,-23.0,8476855.0,Nail Yakupov,8471239.0,Cory Schneider,shot-on-goal
169,21.0,2,10:23,wrist,79.0,0.0,8474569.0,Colin Wilson,8471239.0,Cory Schneider,shot-on-goal
174,21.0,2,10:24,snap,74.0,0.0,8474569.0,Colin Wilson,8471239.0,Cory Schneider,shot-on-goal
175,21.0,2,11:31,slap,51.0,-20.0,8478420.0,Mikko Rantanen,8471239.0,Cory Schneider,shot-on-goal
180,21.0,2,12:10,snap,45.0,-33.0,8473446.0,Erik Johnson,8471239.0,Cory Schneider,shot-on-goal
184,21.0,2,12:15,snap,48.0,-31.0,8473446.0,Erik Johnson,8471239.0,Cory Schneider,shot-on-goal
187,21.0,2,12:36,wrist,85.0,-11.0,8475168.0,Matt Duchene,8471239.0,Cory Schneider,shot-on-goal
193,21.0,2,13:49,snap,60.0,26.0,8477413.0,Sven Andrighetto,8471239.0,Cory Schneider,shot-on-goal
195,21.0,2,14:25,snap,60.0,1.0,8477456.0,J.T. Compher,8471239.0,Cory Schneider,shot-on-goal
200,1.0,2,15:20,slap,-63.0,29.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
202,21.0,2,15:36,wrist,62.0,-15.0,8476855.0,Nail Yakupov,8471239.0,Cory Schneider,shot-on-goal
214,21.0,2,18:31,snap,64.0,-16.0,8471260.0,Blake Comeau,8471239.0,Cory Schneider,shot-on-goal
222,21.0,2,12:02,snap,74.0,2.0,8479370.0,Tyson Jost,8471239.0,Cory Schneider,shot-on-goal
225,21.0,3,00:25,slap,-36.0,-16.0,8477507.0,Nikita Zadorov,8471239.0,Cory Schneider,shot-on-goal
228,1.0,3,01:37,snap,62.0,-10.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
230,1.0,3,01:45,slap,58.0,-24.0,8476923.0,Damon Severson,8473541.0,Jonathan Bernier,shot-on-goal
234,1.0,3,01:59,tip-in,78.0,3.0,8474625.0,Jimmy Hayes,8473541.0,Jonathan Bernier,shot-on-goal
236,1.0,3,02:02,snap,71.0,2.0,8474625.0,Jimmy Hayes,8473541.0,Jonathan Bernier,shot-on-goal
237,1.0,3,02:02,snap,83.0,-14.0,8474625.0,Jimmy Hayes,8473541.0,Jonathan Bernier,shot-on-goal
239,21.0,3,02:37,snap,-66.0,-13.0,8474569.0,Colin Wilson,8471239.0,Cory Schneider,shot-on-goal
243,1.0,3,02:56,wrist,83.0,9.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
246,21.0,3,03:34,snap,-63.0,7.0,8477413.0,Sven Andrighetto,8471239.0,Cory Schneider,shot-on-goal
250,1.0,3,04:08,snap,82.0,10.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
252,21.0,3,04:17,snap,-67.0,-21.0,8475168.0,Matt Duchene,8471239.0,Cory Schneider,shot-on-goal
257,21.0,3,04:39,backhand,-81.0,-8.0,8476455.0,Gabriel Landeskog,8471239.0,Cory Schneider,shot-on-goal
258,21.0,3,04:44,wrist,-74.0,-3.0,8479370.0,Tyson Jost,8471239.0,Cory Schneider,shot-on-goal
259,21.0,3,04:55,snap,-41.0,6.0,8479370.0,Tyson Jost,8471239.0,Cory Schneider,shot-on-goal
260,1.0,3,05:14,slap,54.0,26.0,8480002.0,Nico Hischier,8473541.0,Jonathan Bernier,shot-on-goal
262,1.0,3,05:15,slap,84.0,13.0,8480002.0,Nico Hischier,8473541.0,Jonathan Bernier,shot-on-goal
265,21.0,3,05:58,slap,-38.0,27.0,8475197.0,Tyson Barrie,8471239.0,Cory Schneider,shot-on-goal
269,21.0,3,07:04,snap,-73.0,7.0,8475168.0,Matt Duchene,8471239.0,Cory Schneider,shot-on-goal
277,21.0,3,09:10,snap,-46.0,35.0,8475168.0,Matt Duchene,8471239.0,Cory Schneider,shot-on-goal
279,21.0,3,09:33,snap,-64.0,-2.0,8477453.0,Chris Bigras,8471239.0,Cory Schneider,shot-on-goal
280,21.0,3,09:41,snap,-43.0,26.0,8475197.0,Tyson Barrie,8471239.0,Cory Schneider,shot-on-goal
282,21.0,3,09:59,snap,-40.0,0.0,8475197.0,Tyson Barrie,8471239.0,Cory Schneider,shot-on-goal
291,21.0,3,11:58,snap,-38.0,19.0,8476855.0,Nail Yakupov,8471239.0,Cory Schneider,shot-on-goal
294,1.0,3,13:07,slap,61.0,-18.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
296,1.0,3,13:08,snap,67.0,-8.0,8475791.0,Taylor Hall,8473541.0,Jonathan Bernier,shot-on-goal
303,21.0,3,14:50,snap,-57.0,15.0,8478420.0,Mikko Rantanen,8471239.0,Cory Schneider,shot-on-goal
308,21.0,3,16:27,snap,-59.0,-5.0,8475168.0,Matt Duchene,8471239.0,Cory Schneider,shot-on-goal
313,1.0,3,18:43,slap,46.0,3.0,8475186.0,John Moore,8473541.0,Jonathan Bernier,shot-on-goal
315,1.0,3,19:13,snap,50.0,-20.0,8476923.0,Damon Severson,8473541.0,Jonathan Bernier,shot-on-goal
21,1.0,1,04:04,tip-in,75.0,3.0,8474641.0,Adam Henrique,8473541.0,Jonathan Bernier,goal
